ticketNumber,Date,tripId,ticketStatus,tripName,tripAbbreviation,taxAbbreviation,startDate,tripCategoryId,GrossTicket,Commission,NetTicket,invoiceId,invoiceStatus,groupId,Sales Office Invoice,gender,dateOfBirth,countryOfOriginId,countryName
4482-JVK,2019-06-27,4482,3,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-11,1,0,0,0,108774,2,NULL, Online,Female,1962-02-02,215,Turkey
4482-55L,2019-06-27,4482,3,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-11,1,0,0,0,108775,2,NULL, Online,Female,1977-12-13,215,Turkey
4482-RTP,2019-06-27,4482,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-11,1,0,0,0,108776,2,NULL, Online,Female,1962-01-01,215,Turkey
4411-HBS,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108797,2,NULL, Online,Female,1969-12-31,47,Colombia
4411-1IJ,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108798,2,NULL, Online,Female,1999-08-26,47,Colombia
4411-YY5,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108799,2,NULL, Online,Male,2009-08-04,47,Colombia
4411-RLX,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108800,2,NULL, Online,Female,1969-12-31,47,Colombia
4411-R5T,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108801,2,NULL, Online,Male,2069-06-03,38,Canada
4411-DFM,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108802,2,NULL, Online,Female,1969-12-31,38,Canada
4411-3RL,2019-06-28,4411,2,New York City Nightrider,NYCNR,.,2019-07-05,1,369,0,369,108803,2,NULL, Online,Male,2069-08-10,38,Canada
4410-IHZ,2019-06-28,4410,3,French Canada,3DF,FC3,2019-07-05,1,0,0,0,108813,2,NULL, Online,Female,2000-06-21,30,Brazil
4412-U29,2019-06-30,4412,2,French Canada NightRider,FCNR,FCN,2019-07-05,1,339,0,339,108846,2,NULL, Online,Female,2001-05-29,138,Mexico
4412-P97,2019-06-30,4412,2,French Canada NightRider,FCNR,FCN,2019-07-05,1,339,0,339,108847,2,NULL, Online,Female,2001-06-28,138,Mexico
4289-YUX,2019-07-01,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,108848,2,NULL, Online,Female,1990-07-31,113,"Korea (South), Republic of"
4289-HHD,2019-07-01,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,108849,2,NULL, Online,Female,1991-03-04,113,"Korea (South), Republic of"
4439-SEW,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108974,2,NULL, Online,Female,1989-09-27,30,Brazil
4439-3RY,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108975,2,NULL, Online,Male,2005-01-05,30,Brazil
4439-DWK,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108976,2,NULL, Online,Male,2003-03-01,30,Brazil
4439-IIM,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108977,2,NULL, Online,Female,1994-09-27,30,Brazil
4439-CKV,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108978,2,NULL, Online,Female,2004-12-22,30,Brazil
4439-E6U,2019-07-03,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,108979,2,NULL, Online,Male,2005-02-11,30,Brazil
4448-4AQ,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108980,2,NULL, Online,Female,1989-09-27,30,Brazil
4448-UAD,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108981,2,NULL, Online,Male,2005-01-05,30,Brazil
4448-UZ7,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108982,2,NULL, Online,Male,2003-03-01,30,Brazil
4448-GEW,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108983,2,NULL, Online,Female,1994-09-27,30,Brazil
4448-HCQ,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108984,2,NULL, Online,Female,2004-12-22,30,Brazil
4448-7IL,2019-07-03,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,108985,2,NULL, Online,Male,2005-02-11,30,Brazil
4412-CL7,2019-07-03,4412,2,French Canada NightRider,FCNR,FCN,2019-07-05,1,299,0,299,109021,2,NULL, Online,Female,1998-07-21,-1,NULL
4419-RL1,2019-07-03,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109033,2,NULL, Online,Female,2002-07-09,47,Colombia
4419-XI1,2019-07-03,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109034,2,NULL, Online,Female,2002-02-14,47,Colombia
2412-29B,2019-07-04,2412,2, Youth Boat Cruise Party,BC U-18,HST,2019-07-09,3,35,0,35,109096,2,NULL, Online,Female,2002-07-22,176,Russian Federation
2412-LCT,2019-07-04,2412,2, Youth Boat Cruise Party,BC U-18,HST,2019-07-09,3,35,0,35,109097,2,NULL, Online,Female,2002-04-27,176,Russian Federation
4417-QW4,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,77,0,77,109119,2,NULL, Online,Male,1998-09-17,30,Brazil
4419-J3E,2019-07-04,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109172,2,NULL, Online,Female,1993-06-05,30,Brazil
4417-WYV,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,60,0,60,109173,2,NULL, Online,Male,1996-11-03,30,Brazil
4417-CHZ,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,60,0,60,109174,2,NULL, Online,Male,1996-11-03,30,Brazil
4429-WHK,2019-07-04,4429,3,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,0,0,0,109175,2,NULL, Online,Male,1996-10-09,30,Brazil
4417-GK9,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,60,0,60,109176,2,NULL, Online,Female,1994-05-03,30,Brazil
4417-2KP,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,65,0,65,109179,2,NULL, Online,Female,1996-02-08,113,"Korea (South), Republic of"
4417-35Z,2019-07-04,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,65,0,65,109180,2,NULL, Online,Female,1990-06-12,113,"Korea (South), Republic of"
4415-9Y3,2019-07-04,4415,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-06,1,69,0,69,109181,2,NULL, Online,Male,1988-07-04,38,Canada
4465-B4A,2019-07-05,4465,2,New York City,NYC,.,2019-08-02,1,409,0,409,109182,2,NULL, Online,Male,1995-05-03,113,"Korea (South), Republic of"
4417-AGR,2019-07-05,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,72,0,72,109204,2,NULL, Online,Male,2004-12-29,38,Canada
4417-FCH,2019-07-05,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,60,0,60,109219,2,NULL, Online,Female,1996-07-09,30,Brazil
4417-VW1,2019-07-05,4417,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-07,1,72,0,72,109220,2,NULL, Online,Male,2002-12-10,220,Ukraine
4413-VSV,2019-07-05,4413,2,Niagara Falls - Saturday - ADD NEW BOOKINGS ON THE OTHER,NF,HST,2019-07-06,1,72,0,72,109223,2,NULL, Online,Male,2003-08-09,220,Ukraine
4420-SHE,2019-07-05,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109304,2,NULL, Online,Male,1997-09-21,38,Canada
4431-GQQ,2019-07-05,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109307,2,NULL, Online,Male,1997-09-21,38,Canada
4419-X23,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,90,0,90,109308,2,NULL, Online,Female,1995-06-16,30,Brazil
4415-VEL,2019-07-05,4415,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-06,1,69,0,69,109312,2,NULL, Online,Male,1988-05-13,47,Colombia
4415-DI4,2019-07-05,4415,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-06,1,69,0,69,109313,2,NULL, Online,Female,1988-11-20,47,Colombia
4419-I8V,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109314,2,NULL, Online,Male,1995-06-26,138,Mexico
4419-UJE,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109315,2,NULL, Online,Female,1974-01-18,138,Mexico
4419-X7J,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109316,2,NULL, Online,Female,1998-05-12,138,Mexico
4419-1FH,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109317,2,NULL, Online,Male,2006-12-13,138,Mexico
4419-RKI,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109318,2,NULL, Online,Female,1973-06-18,138,Mexico
4465-DB8,2019-07-05,4465,2,New York City,NYC,.,2019-08-02,1,409,0,409,109319,2,NULL, Online,Female,1997-07-03,113,"Korea (South), Republic of"
4419-JU4,2019-07-05,4419,2,Niagara Falls At Night,NFNT,HST,2019-07-07,1,60,0,60,109320,2,NULL, Online,Female,1994-10-24,113,"Korea (South), Republic of"
4433-8AU,2019-07-05,4433,2,New York City,NYC,.,2019-07-19,1,484,0,484,109321,2,NULL, Online,Female,1997-07-27,113,"Korea (South), Republic of"
4433-FYE,2019-07-05,4433,2,New York City,NYC,.,2019-07-19,1,484,0,484,109322,2,NULL, Online,Female,2000-02-05,113,"Korea (South), Republic of"
3638-32Y,2019-07-05,3638,2,French Canada (REVERSE),3DF,FC3,2019-07-12,1,289,0,289,109323,2,NULL, Online,Female,1997-07-27,113,"Korea (South), Republic of"
3638-3R9,2019-07-05,3638,2,French Canada (REVERSE),3DF,FC3,2019-07-12,1,289,0,289,109324,2,NULL, Online,Female,2000-02-05,113,"Korea (South), Republic of"
4416-DL9,2019-07-06,4416,2,Canada`s Wonderland Trip,CW,HST,2019-07-06,4,65,0,65,109326,2,NULL, Online,Male,2002-10-07,195,Spain
4425-YC9,2019-07-07,4425,2,Algonquin Park Day Trip,AP1,HST,2019-07-13,1,99,0,99,109327,2,NULL, Online,Female,1990-08-07,30,Brazil
4440-9KU,2019-07-07,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,109328,2,NULL, Online,Female,1984-04-13,99,India
4440-BBH,2019-07-07,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,109329,2,NULL, Online,Female,1992-12-18,99,India
4440-RC8,2019-07-07,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,109330,2,NULL, Online,Female,1982-03-28,99,India
4426-UK2,2019-07-08,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109377,2,NULL, Online,Male,1969-12-31,204,Switzerland
4436-3Z3,2019-07-08,4436,2,French Canada (REVERSE),3DF,FC3,2019-07-19,1,289,0,289,109403,2,NULL, Online,Male,1998-11-15,30,Brazil
4626-6B3,2019-07-08,4626,2,Algonquin Park Day Trip,AP1,HST,2019-07-14,1,99,0,99,109405,2,NULL, Online,Female,1993-03-03,81,Germany
4423-75I,2019-07-08,4423,2,New York City Nightrider - MORE SEATS AVAILABLE,NYCNR,.,2019-07-12,1,409,0,409,109408,2,NULL, Online,Female,1997-12-10,30,Brazil
4431-WSB,2019-07-09,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109415,2,NULL, Online,Female,1998-12-09,220,Ukraine
4426-LE9,2019-07-09,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109426,2,NULL, Online,Male,1986-02-04,138,Mexico
4426-PTD,2019-07-09,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109427,2,NULL, Online,Male,2000-02-28,138,Mexico
4426-9JI,2019-07-09,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109428,2,NULL, Online,Female,2003-06-02,138,Mexico
4426-2V9,2019-07-09,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109429,2,NULL, Online,Male,2002-11-08,138,Mexico
4426-BGH,2019-07-09,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109430,2,NULL, Online,Male,2003-03-16,138,Mexico
4420-CIV,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109477,2,NULL, Online,Male,1999-11-22,62,Ecuador
4420-4VG,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109531,2,NULL, Online,Male,1995-09-29,105,Italy
4420-A42,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109532,2,NULL, Online,Male,2002-06-09,105,Italy
4420-E1A,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109533,2,NULL, Online,Male,1997-03-06,105,Italy
4420-HTS,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109534,2,NULL, Online,Male,2001-07-27,105,Italy
4420-4JR,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109535,2,NULL, Online,Male,1969-12-31,105,Italy
4420-6YB,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109536,2,NULL, Online,Female,2002-07-10,105,Italy
4420-1U6,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109537,2,NULL, Online,Female,2001-01-27,105,Italy
4420-MEE,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109538,2,NULL, Online,Female,1969-12-31,105,Italy
4420-5HS,2019-07-09,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109539,2,NULL, Online,Male,2001-10-18,105,Italy
3638-BSU,2019-07-10,3638,2,French Canada (REVERSE),3DF,FC3,2019-07-12,1,379,0,379,109541,2,NULL, Online,Female,1996-09-30,138,Mexico
3638-BSG,2019-07-10,3638,2,French Canada (REVERSE),3DF,FC3,2019-07-12,1,379,0,379,109542,2,NULL, Online,Male,1994-12-06,138,Mexico
4420-BI9,2019-07-10,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109546,2,NULL, Online,Female,1991-05-17,138,Mexico
4420-D3L,2019-07-10,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109547,2,NULL, Online,Female,1995-08-02,138,Mexico
4420-6BI,2019-07-10,4420,2, Sunset Boat Cruise Party,BC,HST,2019-07-10,3,25,0,25,109584,2,NULL, Online,Male,1998-10-21,30,Brazil
4426-HLA,2019-07-10,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,60,0,60,109623,2,NULL, Online,Male,1993-12-15,30,Brazil
4429-QFZ,2019-07-11,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,107,0,107,109655,2,NULL, Online,Male,1998-07-20,204,Switzerland
2175-V91,2019-07-11,2175,2,New York City Nightrider,NYCNR,.,2019-08-02,1,369,0,369,109657,2,NULL, Online,Male,1995-08-07,107,Japan
4434-CMA,2019-07-11,4434,2,Chicago,CHI,.,2019-07-19,1,409,0,409,109716,2,NULL, Online,Female,2000-02-27,81,Germany
4463-VPS,2019-07-11,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,109729,2,NULL, Online,Female,1989-10-23,38,Canada
4465-QI2,2019-07-11,4465,2,New York City,NYC,.,2019-08-02,1,409,0,409,109734,2,NULL, Online,Female,1999-06-16,113,"Korea (South), Republic of"
4424-DBU,2019-07-11,4424,2,Boston,BOS,.,2019-07-12,1,409,0,409,109743,2,NULL, Online,Male,1999-12-22,138,Mexico
4426-5KQ,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109748,2,NULL, Online,Female,1969-12-31,30,Brazil
4426-1L3,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109749,2,NULL, Online,Female,2001-02-07,105,Italy
4426-VR8,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109750,2,NULL, Online,Male,2001-03-23,105,Italy
4426-5MA,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109751,2,NULL, Online,Female,2002-07-10,105,Italy
4426-BVK,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109752,2,NULL, Online,Male,2001-01-27,105,Italy
4429-VZB,2019-07-12,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,65,0,65,109763,2,NULL, Online,Male,1990-02-09,190,Slovakia (Slovak Republic)
4429-A7C,2019-07-12,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,65,0,65,109764,2,NULL, Online,Female,1983-07-20,30,Brazil
4426-7BG,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,137,0,137,109775,2,NULL, Online,Male,1976-10-11,30,Brazil
4434-46I,2019-07-12,4434,2,Chicago,CHI,.,2019-07-19,1,484,0,484,109812,2,NULL, Online,Female,2001-05-29,138,Mexico
4426-3Y2,2019-07-12,4426,2,Niagara Falls - Saturday,NF,HST,2019-07-13,1,90,0,90,109826,2,NULL, Online,Male,2002-05-22,38,Canada
4429-487,2019-07-12,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,60,0,60,109829,2,NULL, Online,Male,2000-01-24,138,Mexico
4429-9IP,2019-07-13,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,72,0,72,109848,2,NULL, Online,Male,2000-08-25,81,Germany
4429-Q8V,2019-07-13,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,72,0,72,109849,2,NULL, Online,Male,2000-04-10,81,Germany
4429-FH6,2019-07-13,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,60,0,60,109850,2,NULL, Online,Female,2000-10-31,30,Brazil
4429-VKX,2019-07-13,4429,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-14,1,60,0,60,109851,2,NULL, Online,Female,2000-12-31,30,Brazil
4496-MAT,2019-07-13,4496,2,French Canada,3DF,FC3,2019-08-23,1,289,0,289,109852,2,NULL, Online,Male,1999-02-13,113,"Korea (South), Republic of"
4496-A2Z,2019-07-13,4496,2,French Canada,3DF,FC3,2019-08-23,1,289,0,289,109853,2,NULL, Online,Male,1999-11-05,113,"Korea (South), Republic of"
4496-YSD,2019-07-13,4496,2,French Canada,3DF,FC3,2019-08-23,1,289,0,289,109854,2,NULL, Online,Male,1999-12-26,113,"Korea (South), Republic of"
4496-XGK,2019-07-13,4496,2,French Canada,3DF,FC3,2019-08-23,1,289,0,289,109855,2,NULL, Online,Male,1999-10-07,113,"Korea (South), Republic of"
3798-C6C,2019-07-14,3798,2,New York City Nightrider,NYCNR,.,2019-07-19,1,364,0,364,109856,2,NULL, Online,Female,1969-12-31,30,Brazil
4440-4HK,2019-07-14,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,109858,2,NULL, Online,Female,1977-09-23,38,Canada
3798-AW3,2019-07-14,3798,2,New York City Nightrider,NYCNR,.,2019-07-19,1,364,0,364,109859,2,NULL, Online,Male,1969-12-31,30,Brazil
4434-MAE,2019-07-14,4434,2,Chicago,CHI,.,2019-07-19,1,429,0,429,109860,2,NULL, Online,Female,2000-01-14,138,Mexico
4434-WJA,2019-07-15,4434,2,Chicago,CHI,.,2019-07-19,1,494,0,494,109907,2,NULL, Online,Male,1989-04-14,38,Canada
4455-8XF,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109915,2,NULL, Online,Female,1992-11-16,167,Peru
4455-DX3,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109916,2,NULL, Online,Male,2000-09-26,167,Peru
4455-877,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109917,2,NULL, Online,Female,1992-12-05,167,Peru
4455-7LJ,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109918,2,NULL, Online,Female,1993-05-29,167,Peru
4455-9AP,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109919,2,NULL, Online,Female,1993-03-15,167,Peru
4455-VVU,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109924,2,NULL, Online,Male,1998-09-13,138,Mexico
4455-35S,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109925,2,NULL, Online,Female,1992-11-07,47,Colombia
4455-8YZ,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109926,2,NULL, Online,Male,1998-04-14,138,Mexico
4455-4QA,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109927,2,NULL, Online,Female,1998-07-14,138,Mexico
4455-P5G,2019-07-15,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,109928,2,NULL, Online,Female,1998-05-21,138,Mexico
4464-XRC,2019-07-15,4464,2,Chicago,CHI,.,2019-08-02,1,459,0,459,109929,2,NULL, Online,Female,1992-07-28,30,Brazil
4464-KWW,2019-07-15,4464,2,Chicago,CHI,.,2019-08-02,1,459,0,459,109930,2,NULL, Online,Female,1972-08-07,30,Brazil
4439-IXK,2019-07-15,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,72,0,72,109931,2,NULL, Online,Male,1990-12-17,107,Japan
4439-54W,2019-07-15,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,72,0,72,109932,2,NULL, Online,Male,1983-04-17,30,Brazil
4431-VHR,2019-07-15,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109933,2,NULL, Online,Female,1998-06-06,223,United States
4431-1FQ,2019-07-15,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109934,2,NULL, Online,Female,1999-09-23,222,United Kingdom
4431-7R5,2019-07-15,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109935,2,NULL, Online,Male,1998-05-29,222,United Kingdom
4431-UQB,2019-07-15,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109936,2,NULL, Online,Female,2000-01-06,223,United States
4431-VSR,2019-07-15,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109938,2,NULL, Online,Female,1998-09-21,38,Canada
4431-AAU,2019-07-16,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109962,2,NULL, Online,Female,2001-09-27,30,Brazil
4434-386,2019-07-16,4434,2,Chicago,CHI,.,2019-07-19,1,429,0,429,109973,2,NULL, Online,Female,1998-11-16,113,"Korea (South), Republic of"
4468-RPW,2019-07-16,4468,3,French Canada,3DF,FC3,2019-08-03,1,0,0,0,109977,2,NULL, Online,Female,1965-10-14,30,Brazil
4468-JX1,2019-07-16,4468,3,French Canada,3DF,FC3,2019-08-03,1,0,0,0,109978,2,NULL, Online,Female,1969-12-31,30,Brazil
4431-16X,2019-07-16,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,109996,2,NULL, Online,Female,2001-12-08,30,Brazil
4431-1ZP,2019-07-16,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,110001,2,NULL, Online,Male,1969-12-31,73,France
4431-WQM,2019-07-16,4431,2, Sunset Boat Cruise Party,BC,HST,2019-07-17,3,25,0,25,110002,2,NULL, Online,Female,2002-04-12,73,France
4464-341,2019-07-17,4464,2,Chicago,CHI,.,2019-08-02,1,409,0,409,110007,2,NULL, Online,Male,2001-04-30,21,Belgium
4438-JLE,2019-07-17,4438,2,Algonquin Park Day Trip,AP1,HST,2019-07-20,1,99,0,99,110079,2,NULL, Online,Female,1998-12-09,220,Ukraine
3798-KET,2019-07-18,3798,2,New York City Nightrider,NYCNR,.,2019-07-19,1,474,0,474,110115,2,NULL, Online,Male,1988-09-17,113,"Korea (South), Republic of"
4439-4F2,2019-07-18,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,110166,2,NULL, Online,Male,2003-06-14,220,Ukraine
4439-QIW,2019-07-18,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,110167,2,NULL, Online,Male,2003-07-03,215,Turkey
4440-KVG,2019-07-18,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110187,2,NULL, Online,Male,1990-03-25,104,Israel
4440-JEP,2019-07-18,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110188,2,NULL, Online,Male,1976-05-27,223,United States
4439-CEU,2019-07-18,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,72,0,72,110189,2,NULL, Online,Male,2002-05-22,176,Russian Federation
4468-MT6,2019-07-18,4468,2,French Canada,3DF,FC3,2019-08-03,1,309,0,309,110190,2,NULL, Online,Female,1990-06-05,96,Hong Kong
4468-YJ3,2019-07-18,4468,2,French Canada,3DF,FC3,2019-08-03,1,309,0,309,110191,2,NULL, Online,Female,1999-10-10,96,Hong Kong
4468-8D7,2019-07-18,4468,2,French Canada,3DF,FC3,2019-08-03,1,309,0,309,110192,2,NULL, Online,Female,1999-12-29,96,Hong Kong
4439-26H,2019-07-18,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,90,0,90,110194,2,NULL, Online,Male,2003-02-21,176,Russian Federation
4444-BQK,2019-07-18,4444,2,Niagara Falls At Night,NFNT,HST,2019-07-21,1,102,0,102,110196,2,NULL, Online,Female,1999-07-30,38,Canada
4439-D6M,2019-07-18,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,90,0,90,110197,2,NULL, Online,Male,2002-08-29,176,Russian Federation
4440-XYD,2019-07-18,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110200,2,NULL, Online,Male,1985-12-13,38,Canada
4440-3PF,2019-07-18,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110201,2,NULL, Online,Female,1986-12-09,99,India
4437-U55,2019-07-18,4437,2,French Canada NightRider,FCNR,FCN,2019-07-19,1,299,0,299,110203,2,NULL, Online,Female,1982-12-28,138,Mexico
